Year,Region,Type,Sub-type,Total
2020,REGION IV-A (CALABARZON),Ownership type,Private,1901
2020,MIMAROPA REGION,Ownership type,Private,81
2020,REGION V (BICOL REGION),Ownership type,Private,351
2020,REGION VI (WESTERN VISAYAS),Ownership type,Private,927
2020,REGION VII (CENTRAL VISAYAS),Ownership type,Private,844
2020,REGION VIII (EASTERN VISAYAS),Ownership type,Private,278
2020,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,236
2020,REGION X (NORTHERN MINDANAO),Ownership type,Private,443
2020,REGION XI (DAVAO REGION),Ownership type,Private,731
2020,REGION XII (SOCCSKSARGEN),Ownership type,Private,311
2020,REGION XIII (Caraga),Ownership type,Private,105
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,12
2020,NO INFO,Ownership type,Private,0
2020,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,3890
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,352
2020,REGION I (ILOCOS REGION),Ownership type,Public,507
2020,REGION II (CAGAYAN VALLEY),Ownership type,Public,355
2020,REGION III (CENTRAL LUZON),Ownership type,Public,936
2020,REGION IV-A (CALABARZON),Ownership type,Public,450
2020,MIMAROPA REGION,Ownership type,Public,197
2020,REGION V (BICOL REGION),Ownership type,Public,394
2020,REGION VI (WESTERN VISAYAS),Ownership type,Public,629
2020,REGION VII (CENTRAL VISAYAS),Ownership type,Public,792
2020,REGION VIII (EASTERN VISAYAS),Ownership type,Public,395
2020,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,312
2020,REGION X (NORTHERN MINDANAO),Ownership type,Public,355
2020,REGION XI (DAVAO REGION),Ownership type,Public,197
2020,REGION XII (SOCCSKSARGEN),Ownership type,Public,237
2020,REGION XIII (Caraga),Ownership type,Public,255
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,189
2020,NO INFO,Ownership type,Public,0
2010,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,747
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,271
2010,REGION I (ILOCOS REGION),Service Type,Non-Clinical,626
2010,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,367
2010,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,1143
2010,REGION IV-A (CALABARZON),Service Type,Non-Clinical,786
2010,MIMAROPA REGION,Service Type,Non-Clinical,271
2010,REGION V (BICOL REGION),Service Type,Non-Clinical,671
2010,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,340
2010,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,493
2010,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,264
2010,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,296
2010,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,37
2010,REGION XI (DAVAO REGION),Service Type,Non-Clinical,288
2010,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,225
2010,REGION XIII (Caraga),Service Type,Non-Clinical,147
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,29
2010,NO INFO,Service Type,Non-Clinical,0
2010,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,2125
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,495
2010,REGION I (ILOCOS REGION),Service Type,Clinical,774
2010,REGION II (CAGAYAN VALLEY),Service Type,Clinical,382
2010,REGION III (CENTRAL LUZON),Service Type,Clinical,1341
2010,REGION IV-A (CALABARZON),Service Type,Clinical,1392
2010,MIMAROPA REGION,Service Type,Clinical,142
2010,REGION V (BICOL REGION),Service Type,Clinical,4
2010,REGION VI (WESTERN VISAYAS),Service Type,Clinical,288
2010,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,568
2010,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,436
2010,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,175
2010,REGION X (NORTHERN MINDANAO),Service Type,Clinical,792
2010,REGION XI (DAVAO REGION),Service Type,Clinical,4
2010,REGION XII (SOCCSKSARGEN),Service Type,Clinical,552
2010,REGION XIII (Caraga),Service Type,Clinical,276
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,32
2010,NO INFO,Service Type,Clinical,0
2011,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,747
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,265
2011,REGION I (ILOCOS REGION),Service Type,Non-Clinical,608
2011,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,363
2011,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,1138
2011,REGION IV-A (CALABARZON),Service Type,Non-Clinical,738
2011,MIMAROPA REGION,Service Type,Non-Clinical,269
2011,REGION V (BICOL REGION),Service Type,Non-Clinical,459
2011,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,333
2011,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,495
2011,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,264
2011,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,294
2011,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,37
2011,REGION XI (DAVAO REGION),Service Type,Non-Clinical,197
2011,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,219
2011,REGION XIII (Caraga),Service Type,Non-Clinical,143
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,29
2011,NO INFO,Service Type,Non-Clinical,0
2011,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,2661
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,507
2011,REGION I (ILOCOS REGION),Service Type,Clinical,823
2011,REGION II (CAGAYAN VALLEY),Service Type,Clinical,402
2011,REGION III (CENTRAL LUZON),Service Type,Clinical,1367
2011,REGION IV-A (CALABARZON),Service Type,Clinical,1513
2011,MIMAROPA REGION,Service Type,Clinical,144
2011,REGION V (BICOL REGION),Service Type,Clinical,305
2011,REGION VI (WESTERN VISAYAS),Service Type,Clinical,614
2011,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,604
2011,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,441
2011,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,192
2011,REGION X (NORTHERN MINDANAO),Service Type,Clinical,813
2011,REGION XI (DAVAO REGION),Service Type,Clinical,550
2011,REGION XII (SOCCSKSARGEN),Service Type,Clinical,550
2011,REGION XIII (Caraga),Service Type,Clinical,280
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,31
2011,NO INFO,Service Type,Clinical,0
2012,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,681
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,262
2012,REGION I (ILOCOS REGION),Service Type,Non-Clinical,601
2012,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,369
2012,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,1083
2012,REGION IV-A (CALABARZON),Service Type,Non-Clinical,689
2012,MIMAROPA REGION,Service Type,Non-Clinical,268
2012,REGION V (BICOL REGION),Service Type,Non-Clinical,457
2012,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,331
2012,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,481
2012,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,262
2012,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,272
2012,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,37
2012,REGION XI (DAVAO REGION),Service Type,Non-Clinical,191
2012,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,218
2012,REGION XIII (Caraga),Service Type,Non-Clinical,143
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,27
2012,NO INFO,Service Type,Non-Clinical,0
2012,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,7858
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,534
2012,REGION I (ILOCOS REGION),Service Type,Clinical,822
2012,REGION II (CAGAYAN VALLEY),Service Type,Clinical,410
2012,REGION III (CENTRAL LUZON),Service Type,Clinical,1474
2012,REGION IV-A (CALABARZON),Service Type,Clinical,1569
2012,MIMAROPA REGION,Service Type,Clinical,146
2012,REGION V (BICOL REGION),Service Type,Clinical,309
2012,REGION VI (WESTERN VISAYAS),Service Type,Clinical,683
2012,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,618
2012,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,447
2012,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,287
2012,REGION X (NORTHERN MINDANAO),Service Type,Clinical,856
2012,REGION XI (DAVAO REGION),Service Type,Clinical,516
2012,REGION XII (SOCCSKSARGEN),Service Type,Clinical,566
2012,REGION XIII (Caraga),Service Type,Clinical,277
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,32
2012,NO INFO,Service Type,Clinical,0
2013,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,992
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,257
2013,REGION I (ILOCOS REGION),Service Type,Non-Clinical,607
2013,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,358
2013,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,1074
2013,REGION IV-A (CALABARZON),Service Type,Non-Clinical,659
2013,MIMAROPA REGION,Service Type,Non-Clinical,269
2013,REGION V (BICOL REGION),Service Type,Non-Clinical,485
2013,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,343
2013,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,475
2013,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,255
2013,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,273
2013,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,37
2013,REGION XI (DAVAO REGION),Service Type,Non-Clinical,191
2013,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,218
2013,REGION XIII (Caraga),Service Type,Non-Clinical,145
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,29
2013,NO INFO,Service Type,Non-Clinical,0
2013,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,8754
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,536
2013,REGION I (ILOCOS REGION),Service Type,Clinical,846
2013,REGION II (CAGAYAN VALLEY),Service Type,Clinical,447
2013,REGION III (CENTRAL LUZON),Service Type,Clinical,1555
2013,REGION IV-A (CALABARZON),Service Type,Clinical,1717
2013,MIMAROPA REGION,Service Type,Clinical,144
2013,REGION V (BICOL REGION),Service Type,Clinical,308
2013,REGION VI (WESTERN VISAYAS),Service Type,Clinical,687
2013,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,701
2013,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,504
2013,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,286
2013,REGION X (NORTHERN MINDANAO),Service Type,Clinical,878
2013,REGION XI (DAVAO REGION),Service Type,Clinical,529
2013,REGION XII (SOCCSKSARGEN),Service Type,Clinical,568
2013,REGION XIII (Caraga),Service Type,Clinical,278
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,32
2013,NO INFO,Service Type,Clinical,0
2014,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,939
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,246
2014,REGION I (ILOCOS REGION),Service Type,Non-Clinical,412
2014,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,356
2014,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,1085
2014,REGION IV-A (CALABARZON),Service Type,Non-Clinical,657
2014,MIMAROPA REGION,Service Type,Non-Clinical,265
2014,REGION V (BICOL REGION),Service Type,Non-Clinical,474
2014,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,344
2014,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,470
2014,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,253
2014,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,271
2014,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,37
2014,REGION XI (DAVAO REGION),Service Type,Non-Clinical,191
2014,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,217
2014,REGION XIII (Caraga),Service Type,Non-Clinical,145
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,29
2014,NO INFO,Service Type,Non-Clinical,0
2014,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,8846
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,545
2014,REGION I (ILOCOS REGION),Service Type,Clinical,1302
2014,REGION II (CAGAYAN VALLEY),Service Type,Clinical,456
2014,REGION III (CENTRAL LUZON),Service Type,Clinical,1543
2014,REGION IV-A (CALABARZON),Service Type,Clinical,1725
2014,MIMAROPA REGION,Service Type,Clinical,161
2014,REGION V (BICOL REGION),Service Type,Clinical,321
2014,REGION VI (WESTERN VISAYAS),Service Type,Clinical,741
2014,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,719
2014,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,514
2014,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,289
2014,REGION X (NORTHERN MINDANAO),Service Type,Clinical,892
2014,REGION XI (DAVAO REGION),Service Type,Clinical,529
2014,REGION XII (SOCCSKSARGEN),Service Type,Clinical,571
2014,REGION XIII (Caraga),Service Type,Clinical,281
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,39
2014,NO INFO,Service Type,Clinical,0
2015,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,846
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,92
2015,REGION I (ILOCOS REGION),Service Type,Non-Clinical,336
2015,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,216
2015,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,775
2015,REGION IV-A (CALABARZON),Service Type,Non-Clinical,560
2015,MIMAROPA REGION,Service Type,Non-Clinical,179
2015,REGION V (BICOL REGION),Service Type,Non-Clinical,274
2015,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,270
2015,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,337
2015,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,216
2015,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,172
2015,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,57
2015,REGION XI (DAVAO REGION),Service Type,Non-Clinical,192
2015,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,160
2015,REGION XIII (Caraga),Service Type,Non-Clinical,128
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,21
2015,NO INFO,Service Type,Non-Clinical,0
2015,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,10225
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,902
2015,REGION I (ILOCOS REGION),Service Type,Clinical,1490
2015,REGION II (CAGAYAN VALLEY),Service Type,Clinical,852
2015,REGION III (CENTRAL LUZON),Service Type,Clinical,2989
2015,REGION IV-A (CALABARZON),Service Type,Clinical,3309
2015,MIMAROPA REGION,Service Type,Clinical,235
2015,REGION V (BICOL REGION),Service Type,Clinical,938
2015,REGION VI (WESTERN VISAYAS),Service Type,Clinical,1651
2015,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,1615
2015,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,770
2015,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,705
2015,REGION X (NORTHERN MINDANAO),Service Type,Clinical,1100
2015,REGION XI (DAVAO REGION),Service Type,Clinical,1227
2015,REGION XII (SOCCSKSARGEN),Service Type,Clinical,735
2015,REGION XIII (Caraga),Service Type,Clinical,333
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,228
2015,NO INFO,Service Type,Clinical,0
2016,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,898
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,92
2016,REGION I (ILOCOS REGION),Service Type,Non-Clinical,334
2016,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,214
2016,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,772
2016,REGION IV-A (CALABARZON),Service Type,Non-Clinical,558
2016,MIMAROPA REGION,Service Type,Non-Clinical,179
2016,REGION V (BICOL REGION),Service Type,Non-Clinical,260
2016,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,281
2016,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,273
2016,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,216
2016,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,171
2016,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,57
2016,REGION XI (DAVAO REGION),Service Type,Non-Clinical,192
2016,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,163
2016,REGION XIII (Caraga),Service Type,Non-Clinical,126
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,21
2016,NO INFO,Service Type,Non-Clinical,0
2016,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,11115
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,910
2016,REGION I (ILOCOS REGION),Service Type,Clinical,1499
2016,REGION II (CAGAYAN VALLEY),Service Type,Clinical,852
2016,REGION III (CENTRAL LUZON),Service Type,Clinical,3019
2016,REGION IV-A (CALABARZON),Service Type,Clinical,3333
2016,MIMAROPA REGION,Service Type,Clinical,235
2016,REGION V (BICOL REGION),Service Type,Clinical,1012
2016,REGION VI (WESTERN VISAYAS),Service Type,Clinical,1817
2016,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,1645
2016,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,769
2016,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,713
2016,REGION X (NORTHERN MINDANAO),Service Type,Clinical,1109
2016,REGION XI (DAVAO REGION),Service Type,Clinical,1228
2016,REGION XII (SOCCSKSARGEN),Service Type,Clinical,763
2016,REGION XIII (Caraga),Service Type,Clinical,337
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,228
2016,NO INFO,Service Type,Clinical,31
2017,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,927
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,93
2017,REGION I (ILOCOS REGION),Service Type,Non-Clinical,332
2017,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,214
2017,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,756
2017,REGION IV-A (CALABARZON),Service Type,Non-Clinical,557
2017,MIMAROPA REGION,Service Type,Non-Clinical,179
2017,REGION V (BICOL REGION),Service Type,Non-Clinical,258
2017,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,251
2017,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,247
2017,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,216
2017,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,169
2017,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,57
2017,REGION XI (DAVAO REGION),Service Type,Non-Clinical,192
2017,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,164
2017,REGION XIII (Caraga),Service Type,Non-Clinical,126
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,21
2017,NO INFO,Service Type,Non-Clinical,0
2017,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,12393
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,914
2017,REGION I (ILOCOS REGION),Service Type,Clinical,1499
2017,REGION II (CAGAYAN VALLEY),Service Type,Clinical,849
2017,REGION III (CENTRAL LUZON),Service Type,Clinical,3083
2017,REGION IV-A (CALABARZON),Service Type,Clinical,3374
2017,MIMAROPA REGION,Service Type,Clinical,236
2017,REGION V (BICOL REGION),Service Type,Clinical,1027
2017,REGION VI (WESTERN VISAYAS),Service Type,Clinical,1848
2017,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,1861
2017,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,769
2017,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,712
2017,REGION X (NORTHERN MINDANAO),Service Type,Clinical,1185
2017,REGION XI (DAVAO REGION),Service Type,Clinical,1228
2017,REGION XII (SOCCSKSARGEN),Service Type,Clinical,779
2017,REGION XIII (Caraga),Service Type,Clinical,335
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,231
2017,NO INFO,Service Type,Clinical,26
2018,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,874
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,80
2018,REGION I (ILOCOS REGION),Service Type,Non-Clinical,271
2018,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,191
2018,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,682
2018,REGION IV-A (CALABARZON),Service Type,Non-Clinical,512
2018,MIMAROPA REGION,Service Type,Non-Clinical,148
2018,REGION V (BICOL REGION),Service Type,Non-Clinical,211
2018,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,230
2018,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,226
2018,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,202
2018,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,153
2018,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,52
2018,REGION XI (DAVAO REGION),Service Type,Non-Clinical,182
2018,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,157
2018,REGION XIII (Caraga),Service Type,Non-Clinical,120
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,21
2018,NO INFO,Service Type,Non-Clinical,0
2018,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,8641
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,496
2018,REGION I (ILOCOS REGION),Service Type,Clinical,832
2018,REGION II (CAGAYAN VALLEY),Service Type,Clinical,424
2018,REGION III (CENTRAL LUZON),Service Type,Clinical,1678
2018,REGION IV-A (CALABARZON),Service Type,Clinical,1839
2018,MIMAROPA REGION,Service Type,Clinical,130
2018,REGION V (BICOL REGION),Service Type,Clinical,534
2018,REGION VI (WESTERN VISAYAS),Service Type,Clinical,1326
2018,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,1410
2018,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,471
2018,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,395
2018,REGION X (NORTHERN MINDANAO),Service Type,Clinical,746
2018,REGION XI (DAVAO REGION),Service Type,Clinical,746
2018,REGION XII (SOCCSKSARGEN),Service Type,Clinical,391
2018,REGION XIII (Caraga),Service Type,Clinical,240
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,180
2018,NO INFO,Service Type,Clinical,0
2019,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,873
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,80
2019,REGION I (ILOCOS REGION),Service Type,Non-Clinical,271
2019,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,191
2019,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,682
2019,REGION IV-A (CALABARZON),Service Type,Non-Clinical,512
2019,MIMAROPA REGION,Service Type,Non-Clinical,148
2019,REGION V (BICOL REGION),Service Type,Non-Clinical,211
2019,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,230
2019,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,226
2019,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,202
2019,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,153
2019,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,52
2019,REGION XI (DAVAO REGION),Service Type,Non-Clinical,182
2019,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,157
2019,REGION XIII (Caraga),Service Type,Non-Clinical,120
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,21
2019,NO INFO,Service Type,Non-Clinical,0
2019,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,8642
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,491
2019,REGION I (ILOCOS REGION),Service Type,Clinical,832
2019,REGION II (CAGAYAN VALLEY),Service Type,Clinical,424
2019,REGION III (CENTRAL LUZON),Service Type,Clinical,1678
2019,REGION IV-A (CALABARZON),Service Type,Clinical,1839
2019,MIMAROPA REGION,Service Type,Clinical,130
2019,REGION V (BICOL REGION),Service Type,Clinical,534
2019,REGION VI (WESTERN VISAYAS),Service Type,Clinical,1326
2019,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,1410
2019,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,471
2019,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,395
2019,REGION X (NORTHERN MINDANAO),Service Type,Clinical,746
2019,REGION XI (DAVAO REGION),Service Type,Clinical,746
2019,REGION XII (SOCCSKSARGEN),Service Type,Clinical,391
2019,REGION XIII (Caraga),Service Type,Clinical,240
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,180
2019,NO INFO,Service Type,Clinical,0
2020,NATIONAL CAPITAL REGION (NCR),Service Type,Non-Clinical,873
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Non-Clinical,80
2020,REGION I (ILOCOS REGION),Service Type,Non-Clinical,271
2020,REGION II (CAGAYAN VALLEY),Service Type,Non-Clinical,191
2020,REGION III (CENTRAL LUZON),Service Type,Non-Clinical,682
2020,REGION IV-A (CALABARZON),Service Type,Non-Clinical,512
2020,MIMAROPA REGION,Service Type,Non-Clinical,148
2020,REGION V (BICOL REGION),Service Type,Non-Clinical,211
2020,REGION VI (WESTERN VISAYAS),Service Type,Non-Clinical,230
2020,REGION VII (CENTRAL VISAYAS),Service Type,Non-Clinical,226
2020,REGION VIII (EASTERN VISAYAS),Service Type,Non-Clinical,202
2020,REGION IX (ZAMBOANGA PENINSULA),Service Type,Non-Clinical,153
2020,REGION X (NORTHERN MINDANAO),Service Type,Non-Clinical,52
2020,REGION XI (DAVAO REGION),Service Type,Non-Clinical,182
2020,REGION XII (SOCCSKSARGEN),Service Type,Non-Clinical,157
2020,REGION XIII (Caraga),Service Type,Non-Clinical,120
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Non-Clinical,21
2020,NO INFO,Service Type,Non-Clinical,0
2020,NATIONAL CAPITAL REGION (NCR),Service Type,Clinical,8642
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Service Type,Clinical,491
2020,REGION I (ILOCOS REGION),Service Type,Clinical,832
